CO2
196
196
196
196
196
472
480
498
494
492
490
472
464
464
462
462
460
460
458
458
458
458
458
456
456
454
454
454
452
452
452
452
452
450
450
449
449
449
447
447
447
445
445
443
443
443
441
441
441
441
441
439
439
439
437
437
437
435
435
435
435
433
433
433
433
431
431
431
431
431
429
429
429
429
427
427
427
427
425
425
425
425
425
425
425
425
425
425
425
425
423
423
423
423
423
423
423
423
423
423
423
425
423
423
423
421
421
421
421
419
413
409
409
407
405
403
401
401
400
401
403
403
403
405
405
405
405
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
407
405
405
405
405
405
405
405
405
405
405
405
405
405
405
405
405
405
405
405
405
405
405
403
403
403
403
403
403
401
401
401
401
401
401
401
401
400
400
400
400
400
400
400
400
398
398
398
398
398
398
396
396
396
396
396
394
394
394
394
392
392
392
392
392
392
392
392
390
390
390
390
390
390
390
390
390
390
390
390
390
390
390
390
390
390
390
390
390
390
390
390
390
392
392
392
392
392
392
392
394
394
394
394
394
394
394
394
394
396
396
396
396
396
396
396
396
396
396
396
396
396
396
396
394
394
394
394
394
394
394
394
392
394
394
392
392
392
392
392
392
392
392
392
392
392
390
390
390
388
388
388
388
388
386
386
386
386
386
386
386
386
386
384
384
384
384
382
382
382
380
380
378
378
378
376
376
376
374
374
374
374
374
372
372
372
370
370
370
368
368
368
368
366
366
366
366
364
364
364
364
362
362
362
362
360
360
360
360
358
358
358
358
358
356
356
356
356
356
356
356
356
356
354
354
354
354
354
354
354
354
354
354
354
354
354
354
354
354
354
354
354
354
354
354
354
354
354
354
354
354
354
354
354
352
352
352
352
352
352
352
352
352
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
349
349
349
349
349
349
349
347
347
347
347
347
347
347
347
345
345
345
345
345
345
345
345
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
343
341
341
341
341
341
341
341
341
341
341
341
341
341
341
341
341
341
341
341
341
341
341
341
341
341
339
339
339
339
339
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
337
339
339
339
339
339
339
341
341
341
341
343
343
343
343
345
345
345
345
345
345
345
347
347
347
347
347
347
347
347
347
347
349
349
349
349
349
349
350
350
350
350
350
350
350
350
350
350
350
350
350
349
349
349
349
349
349
349
349
347
347
347
347
345
345
345
343
343
343
341
341
339
339
337
337
337
335
333
333
331
329
327
325
323
323
319
317
315
313
311
311
309
307
307
307
305
305
303
303
301
301
301
300
300
300
298
298
298
296
296
296
294
294
292
290
290
290
288
288
286
286
286
284
284
284
284
282
282
282
282
282
282
282
282
282
280
280
280
